Code,Color,Size,Brand,Quantity
E1391,ROYAL,24,MILANO FORMALS,5
E1391,ROYAL,28,MILANO FORMALS,2
E1412,BLACK,4,MILANO FORMALS,10
E1412,BLACK,8,MILANO FORMALS,20
E1412,BLACK,12,MILANO FORMALS,1
E1412,BLACK,14,MILANO FORMALS,14
E1412,BROWN,4,MILANO FORMALS,26
E1412,BROWN,8,MILANO FORMALS,26
E1412,BROWN,10,MILANO FORMALS,1
E1412,BROWN,12,MILANO FORMALS,20
E1412,BROWN,14,MILANO FORMALS,1
E1412,BROWN,16,MILANO FORMALS,7
E1412,BROWN,20,MILANO FORMALS,4
E1412,BROWN,24,MILANO FORMALS,1
E1412,ROYAL,2,MILANO FORMALS,7
E1412,ROYAL,4,MILANO FORMALS,13
E1412,ROYAL,6,MILANO FORMALS,1
E1412,ROYAL,8,MILANO FORMALS,23
E1412,ROYAL,12,MILANO FORMALS,4
E1420,CHAMPAGNE,2,MILANO FORMALS,2
E1420,CHAMPAGNE,4,MILANO FORMALS,3
E1420,CHAMPAGNE,12,MILANO FORMALS,1
E1420,PURPLE,2,MILANO FORMALS,4
E1420,PURPLE,4,MILANO FORMALS,5
E1420,PURPLE,6,MILANO FORMALS,4
E1420,PURPLE,8,MILANO FORMALS,3
E1420,PURPLE,10,MILANO FORMALS,1
E1420,PURPLE,12,MILANO FORMALS,3
E1420,PURPLE,24,MILANO FORMALS,1
E1420,ROYAL,2,MILANO FORMALS,2
E1420,ROYAL,4,MILANO FORMALS,22
E1420,ROYAL,6,MILANO FORMALS,10
E1420,ROYAL,8,MILANO FORMALS,13
E1420,ROYAL,10,MILANO FORMALS,5
E1420,ROYAL,20,MILANO FORMALS,1
E1420,ROYAL,22,MILANO FORMALS,4
E1420,SEA BLACK,0,MILANO FORMALS,1
E1421,CORAL,4,MILANO FORMALS,11
E1421,CORAL,6,MILANO FORMALS,7
E1421,CORAL,8,MILANO FORMALS,14
E1421,CORAL,10,MILANO FORMALS,8
E1421,CORAL,20,MILANO FORMALS,3
E1421,CORAL,24,MILANO FORMALS,3
E1421,GREY,2,MILANO FORMALS,1
E1421,GREY,4,MILANO FORMALS,2
E1421,GREY,8,MILANO FORMALS,7
E1421,GREY,10,MILANO FORMALS,2
E1421,GREY,12,MILANO FORMALS,4
E1421,GREY,16,MILANO FORMALS,2
E1421,GREY,24,MILANO FORMALS,4
E1421,ROYAL,4,MILANO FORMALS,8
E1421,ROYAL,6,MILANO FORMALS,1
E1421,ROYAL,10,MILANO FORMALS,2
E1421,SILVER,8,MILANO FORMALS,1
E1421,SILVER,14,MILANO FORMALS,1
E1421,SILVER,22,MILANO FORMALS,1
E1463,CORAL,2,MILANO FORMALS,3
E1463,CORAL,4,MILANO FORMALS,4
E1463,CORAL,6,MILANO FORMALS,2
E1463,CORAL,8,MILANO FORMALS,4
E1463,CORAL,10,MILANO FORMALS,3
E1463,CORAL,12,MILANO FORMALS,4
E1463,CORAL,20,MILANO FORMALS,5
E1463,TEAL,0,MILANO FORMALS,4
E1463,TEAL,2,MILANO FORMALS,3
E1463,TEAL,4,MILANO FORMALS,9
E1463,TEAL,6,MILANO FORMALS,2
E1463,TEAL,8,MILANO FORMALS,8
E1463,TEAL,10,MILANO FORMALS,4
E1463,TEAL,12,MILANO FORMALS,2
E1463,TEAL,14,MILANO FORMALS,2
E1463,TEAL,16,MILANO FORMALS,3
E1463,TEAL,24,MILANO FORMALS,2
E1463,TEAL,28,MILANO FORMALS,2
E1463,TEAL,30,MILANO FORMALS,1
E1463,TRUFFLE,4,MILANO FORMALS,12
E1463,TRUFFLE,8,MILANO FORMALS,4
E1463,TRUFFLE,12,MILANO FORMALS,8
E1463,TRUFFLE,16,MILANO FORMALS,6
E1463,TRUFFLE,20,MILANO FORMALS,5
E1463,TRUFFLE,24,MILANO FORMALS,2
E1502,CLARET,0,MILANO FORMALS,3
E1502,CLARET,2,MILANO FORMALS,1
E1502,CLARET,4,MILANO FORMALS,13
E1502,CLARET,8,MILANO FORMALS,7
E1502,CLARET,10,MILANO FORMALS,6
E1502,IVORY,2,MILANO FORMALS,1
E1502,IVORY,4,MILANO FORMALS,8
E1502,IVORY,6,MILANO FORMALS,6
E1502,IVORY,8,MILANO FORMALS,3
E1502,IVORY,12,MILANO FORMALS,1
E1502,NAVY,0,MILANO FORMALS,2
E1502,NAVY,4,MILANO FORMALS,13
E1502,NAVY,6,MILANO FORMALS,7
E1502,NAVY,8,MILANO FORMALS,1
E1502,NAVY,10,MILANO FORMALS,6
E1502,NAVY,12,MILANO FORMALS,7
E1502,POOL,12,MILANO FORMALS,1
E1502,RED,10,MILANO FORMALS,2
E1520,BURNT ORANGE,0,MILANO FORMALS,1
E1520,BURNT ORANGE,2,MILANO FORMALS,3
E1520,BURNT ORANGE,4,MILANO FORMALS,6
E1520,BURNT ORANGE,6,MILANO FORMALS,9
E1520,BURNT ORANGE,8,MILANO FORMALS,17
E1520,BURNT ORANGE,10,MILANO FORMALS,6
E1520,BURNT ORANGE,12,MILANO FORMALS,8
E1520,BURNT ORANGE,14,MILANO FORMALS,1
E1520,BURNT ORANGE,16,MILANO FORMALS,3
E1520,BURNT ORANGE,18,MILANO FORMALS,1
E1520,BURNT ORANGE,20,MILANO FORMALS,9
E1520,BURNT ORANGE,24,MILANO FORMALS,5
E1520,SANGRIA,14,MILANO FORMALS,6
E1520,SANGRIA,18,MILANO FORMALS,3
E1520,SANGRIA,22,MILANO FORMALS,8
E1520,SANGRIA,24,MILANO FORMALS,1
E1531,CORAL,4,MILANO FORMALS,7
E1531,CORAL,6,MILANO FORMALS,10
E1531,CORAL,8,MILANO FORMALS,10
E1531,CORAL,10,MILANO FORMALS,5
E1531,CORAL,12,MILANO FORMALS,7
E1531,CORAL,16,MILANO FORMALS,1
E1531,CORAL,20,MILANO FORMALS,3
E1531,CORAL,24,MILANO FORMALS,2
E1531,POOL,4,MILANO FORMALS,8
E1531,POOL,6,MILANO FORMALS,8
E1531,POOL,8,MILANO FORMALS,2
E1531,POOL,10,MILANO FORMALS,4
E1531,POOL,12,MILANO FORMALS,8
E1531,PURPLE,4,MILANO FORMALS,7
E1531,PURPLE,6,MILANO FORMALS,4
E1531,PURPLE,8,MILANO FORMALS,22
E1531,PURPLE,10,MILANO FORMALS,5
E1531,PURPLE,12,MILANO FORMALS,4
E1531,PURPLE,14,MILANO FORMALS,1
E1531,PURPLE,16,MILANO FORMALS,2
E1544,BLACK,4,MILANO FORMALS,11
E1544,BLACK,6,MILANO FORMALS,10
E1544,BLACK,8,MILANO FORMALS,13
E1544,BLACK,12,MILANO FORMALS,1
E1544,RED,2,MILANO FORMALS,1
E1544,RED,4,MILANO FORMALS,2
E1544,RED,6,MILANO FORMALS,1
E1544,RED,10,MILANO FORMALS,6
E1544,RED,12,MILANO FORMALS,4
E1544,RED,14,MILANO FORMALS,2
E1544,RED,18,MILANO FORMALS,5
E1544,RED,20,MILANO FORMALS,2
E1544,RED,22,MILANO FORMALS,5
E1544,RED,24,MILANO FORMALS,3
E1546,BLACK,4,MILANO FORMALS,12
E1546,BLACK,6,MILANO FORMALS,1
E1546,BLACK,8,MILANO FORMALS,1
E1546,BLACK,10,MILANO FORMALS,1
E1546,BLACK,14,MILANO FORMALS,2
E1546,BLACK,22,MILANO FORMALS,1
E1546,CORAL,4,MILANO FORMALS,1
E1546,CORAL,6,MILANO FORMALS,1
E1546,CORAL,8,MILANO FORMALS,3
E1546,CORAL,12,MILANO FORMALS,1
E1546,CORAL,14,MILANO FORMALS,2
E1546,CORAL,20,MILANO FORMALS,3
E1546,CORAL,24,MILANO FORMALS,10
E1546,PEACH,16,MILANO FORMALS,1
E1546,PURPLE,2,MILANO FORMALS,1
E1546,PURPLE,20,MILANO FORMALS,1
E1546,PURPLE,24,MILANO FORMALS,5
E1573,BLACK,2,MILANO FORMALS,1
E1573,BLACK,4,MILANO FORMALS,4
E1573,BLACK,6,MILANO FORMALS,4
E1573,BLACK,8,MILANO FORMALS,6
E1573,BLACK,10,MILANO FORMALS,2
E1573,BLACK,12,MILANO FORMALS,2
E1573,BLACK,16,MILANO FORMALS,2
E1573,BLACK,24,MILANO FORMALS,4
E1573,BURGUNDY,18,MILANO FORMALS,1
E1573,CORAL,12,MILANO FORMALS,2
E1573,CORAL,14,MILANO FORMALS,1
E1573,PEACH,4,MILANO FORMALS,4
E1573,PEACH,24,MILANO FORMALS,3
E1573,PURPLE,0,MILANO FORMALS,1
E1573,PURPLE,6,MILANO FORMALS,3
E1573,PURPLE,8,MILANO FORMALS,5
E1573,PURPLE,18,MILANO FORMALS,1
E1573,PURPLE,24,MILANO FORMALS,4
E1573,ROYAL,14,MILANO FORMALS,1
E1573,SKY BLUE,14,MILANO FORMALS,1
E1573,TEAL,14,MILANO FORMALS,1
E1581,BLACK,2,MILANO FORMALS,1
E1581,BLACK,4,MILANO FORMALS,1
E1581,BLACK,6,MILANO FORMALS,1
E1581,BLACK,8,MILANO FORMALS,1
E1581,BLACK,10,MILANO FORMALS,1
E1581,BLACK,12,MILANO FORMALS,1
E1581,BLACK,16,MILANO FORMALS,1
E1581,BLACK,22,MILANO FORMALS,1
E1581,BLACK,24,MILANO FORMALS,1
E1581,CLARET,18,MILANO FORMALS,1
E1581,PURPLE,2,MILANO FORMALS,2
E1581,PURPLE,4,MILANO FORMALS,7
E1581,PURPLE,6,MILANO FORMALS,2
E1581,PURPLE,14,MILANO FORMALS,5
E1581,PURPLE,16,MILANO FORMALS,3
E1581,PURPLE,18,MILANO FORMALS,1
E1581,PURPLE,22,MILANO FORMALS,2
E1581,PURPLE,24,MILANO FORMALS,2
E1581,RED,0,MILANO FORMALS,1
E1581,RED,2,MILANO FORMALS,2
E1581,RED,4,MILANO FORMALS,4
E1581,RED,6,MILANO FORMALS,1
E1581,RED,8,MILANO FORMALS,1
E1581,RED,10,MILANO FORMALS,1
E1581,RED,12,MILANO FORMALS,1
E1581,RED,14,MILANO FORMALS,2
E1581,RED,16,MILANO FORMALS,4
E1581,RED,18,MILANO FORMALS,1
E1581,RED,22,MILANO FORMALS,1
E1581,RED,24,MILANO FORMALS,2
E1582,BURGUNDY,4,MILANO FORMALS,1
E1582,BURGUNDY,8,MILANO FORMALS,2
E1582,FUCHSIA,2,MILANO FORMALS,1
E1582,FUCHSIA,4,MILANO FORMALS,19
E1582,FUCHSIA,6,MILANO FORMALS,8
E1582,FUCHSIA,8,MILANO FORMALS,21
E1582,FUCHSIA,10,MILANO FORMALS,7
E1582,FUCHSIA,12,MILANO FORMALS,2
E1582,FUCHSIA,14,MILANO FORMALS,1
E1582,FUCHSIA,16,MILANO FORMALS,1
E1582,GREEN,4,MILANO FORMALS,1
E1582,PURPLE,2,MILANO FORMALS,3
E1582,PURPLE,4,MILANO FORMALS,3
E1582,PURPLE,6,MILANO FORMALS,4
E1582,PURPLE,12,MILANO FORMALS,1
E1582,TEAL,4,MILANO FORMALS,23
E1582,TEAL,6,MILANO FORMALS,14
E1582,TEAL,8,MILANO FORMALS,29
E1582,TEAL,10,MILANO FORMALS,19
E1582,TEAL,12,MILANO FORMALS,5
E1582,TEAL,14,MILANO FORMALS,1
E1582,TEAL,18,MILANO FORMALS,2
E1582,TEAL,20,MILANO FORMALS,3
E1582,TEAL,22,MILANO FORMALS,1
E1582,TEAL,24,MILANO FORMALS,1
E1657,BLACK,0,MILANO FORMALS,4
E1657,BLACK,2,MILANO FORMALS,1
E1657,BLACK,4,MILANO FORMALS,10
E1657,BLACK,6,MILANO FORMALS,1
E1657,BLACK,8,MILANO FORMALS,18
E1657,BLACK,10,MILANO FORMALS,4
E1657,BLACK,12,MILANO FORMALS,6
E1657,BLACK,14,MILANO FORMALS,1
E1657,BLACK,16,MILANO FORMALS,3
E1657,LAVENDER,2,MILANO FORMALS,1
E1657,LAVENDER,4,MILANO FORMALS,2
E1657,TEAL,2,MILANO FORMALS,1
E1657,TEAL,4,MILANO FORMALS,6
E1657,TEAL,6,MILANO FORMALS,10
E1657,TEAL,8,MILANO FORMALS,10
E1657,TEAL,10,MILANO FORMALS,3
E1657,TEAL,12,MILANO FORMALS,5
E1657,TEAL,20,MILANO FORMALS,10
E1657,TEAL,22,MILANO FORMALS,1
E1657,TEAL,24,MILANO FORMALS,9
E1663,FUCHSIA,4,MILANO FORMALS,9
E1663,FUCHSIA,6,MILANO FORMALS,1
E1663,FUCHSIA,8,MILANO FORMALS,3
E1663,FUCHSIA,10,MILANO FORMALS,4
E1663,FUCHSIA,14,MILANO FORMALS,2
E1663,FUCHSIA,18,MILANO FORMALS,1
E1663,FUCHSIA,22,MILANO FORMALS,2
E1663,NAVY,0,MILANO FORMALS,2
E1663,NAVY,2,MILANO FORMALS,3
E1663,NAVY,4,MILANO FORMALS,5
E1663,NAVY,6,MILANO FORMALS,3
E1663,NAVY,8,MILANO FORMALS,5
E1663,NAVY,10,MILANO FORMALS,3
E1663,NAVY,14,MILANO FORMALS,5
E1663,NAVY,16,MILANO FORMALS,2
E1663,NAVY,24,MILANO FORMALS,1
E1663,NAVY,30,MILANO FORMALS,2
E1663,PURPLE,2,MILANO FORMALS,5
E1663,PURPLE,4,MILANO FORMALS,11
E1663,PURPLE,6,MILANO FORMALS,2
E1663,PURPLE,8,MILANO FORMALS,8
E1663,PURPLE,10,MILANO FORMALS,1
E1663,PURPLE,24,MILANO FORMALS,1
E1696,BLACK,4,MILANO FORMALS,21
E1696,BLACK,6,MILANO FORMALS,12
E1696,BLACK,8,MILANO FORMALS,19
E1696,BLACK,10,MILANO FORMALS,13
E1696,BLACK,12,MILANO FORMALS,6
E1696,BLACK,20,MILANO FORMALS,1
E1696,BLUE/PINK,8,MILANO FORMALS,1
E1696,BLUE/PINK,12,MILANO FORMALS,1
E1696,CORAL,4,MILANO FORMALS,8
E1696,CORAL,6,MILANO FORMALS,6
E1696,CORAL,8,MILANO FORMALS,8
E1696,CORAL,10,MILANO FORMALS,6
E1696,CORAL,12,MILANO FORMALS,3
E1696,CORAL,20,MILANO FORMALS,1
E1696,CORAL,24,MILANO FORMALS,9
E1696,RED,8,MILANO FORMALS,2
E1696,RED,10,MILANO FORMALS,1
E1696,ROYAL,4,MILANO FORMALS,5
E1696,ROYAL,6,MILANO FORMALS,9
E1696,ROYAL,8,MILANO FORMALS,4
E1696,ROYAL,10,MILANO FORMALS,3
E1696,TEAL,4,MILANO FORMALS,1
E1729,BANANA,20,MILANO FORMALS,1
E1729,FUCHSIA,4,MILANO FORMALS,8
E1729,FUCHSIA,6,MILANO FORMALS,13
E1729,FUCHSIA,8,MILANO FORMALS,12
E1729,FUCHSIA,10,MILANO FORMALS,7
E1729,FUCHSIA,12,MILANO FORMALS,1
E1729,IVORY,2,MILANO FORMALS,3
E1729,IVORY,4,MILANO FORMALS,15
E1729,IVORY,6,MILANO FORMALS,3
E1729,IVORY,8,MILANO FORMALS,9
E1729,MINT,4,MILANO FORMALS,14
E1729,MINT,6,MILANO FORMALS,11
E1729,MINT,8,MILANO FORMALS,3
E1729,MINT,20,MILANO FORMALS,2
E1729,PINK,22,MILANO FORMALS,2
E1729,PRINT,6,MILANO FORMALS,1
E1729,PRINT,10,MILANO FORMALS,1
E1729,PRINT,12,MILANO FORMALS,1
E1730,BLUE,2,MILANO FORMALS,1
E1730,BLUE,4,MILANO FORMALS,2
E1730,BLUE,8,MILANO FORMALS,2
E1730,BURNT ORANGE,0,MILANO FORMALS,3
E1730,BURNT ORANGE,4,MILANO FORMALS,4
E1730,BURNT ORANGE,6,MILANO FORMALS,3
E1730,BURNT ORANGE,8,MILANO FORMALS,1
E1730,BURNT ORANGE,10,MILANO FORMALS,4
E1730,BURNT ORANGE,12,MILANO FORMALS,2
E1730,BURNT ORANGE,14,MILANO FORMALS,1
E1730,BURNT ORANGE,16,MILANO FORMALS,1
E1730,BURNT ORANGE,20,MILANO FORMALS,5
E1730,BURNT ORANGE,22,MILANO FORMALS,2
E1730,BURNT ORANGE,24,MILANO FORMALS,4
E1730,BURNT ORANGE,30,MILANO FORMALS,3
E1730,CHARCOAL,2,MILANO FORMALS,1
E1730,CHARCOAL,4,MILANO FORMALS,3
E1730,CHARCOAL,6,MILANO FORMALS,6
E1730,CHARCOAL,8,MILANO FORMALS,7
E1730,CHARCOAL,10,MILANO FORMALS,3
E1730,CHARCOAL,12,MILANO FORMALS,8
E1730,CHARCOAL,14,MILANO FORMALS,1
E1730,CHARCOAL,16,MILANO FORMALS,1
E1730,CHARCOAL,18,MILANO FORMALS,1
E1730,CHARCOAL,20,MILANO FORMALS,4
E1730,CHARCOAL,24,MILANO FORMALS,4
E1730,ROYAL,4,MILANO FORMALS,4
E1730,ROYAL,6,MILANO FORMALS,4
E1730,ROYAL,8,MILANO FORMALS,1
E1796,BISCOTTI,4,MILANO FORMALS,19
E1796,BISCOTTI,6,MILANO FORMALS,3
E1796,BISCOTTI,8,MILANO FORMALS,16
E1796,BISCOTTI,20,MILANO FORMALS,2
E1796,BISCOTTI,22,MILANO FORMALS,1
E1796,BLACK,4,MILANO FORMALS,2
E1796,BLACK,6,MILANO FORMALS,7
E1796,BLACK,10,MILANO FORMALS,4
E1796,IVORY,2,MILANO FORMALS,1
E1796,LAVENDER,2,MILANO FORMALS,1
E1796,LAVENDER,12,MILANO FORMALS,1
E1796,NAVY,2,MILANO FORMALS,1
E1796,NAVY,4,MILANO FORMALS,9
E1796,NAVY,6,MILANO FORMALS,11
E1796,NAVY,8,MILANO FORMALS,1
E1796,NAVY,12,MILANO FORMALS,3
E1799,FUCHSIA,6,MILANO FORMALS,2
E1799,FUCHSIA,8,MILANO FORMALS,6
E1799,GREEN,4,MILANO FORMALS,1
E1799,GREY,2,MILANO FORMALS,1
E1799,LILAC,2,MILANO FORMALS,7
E1799,LILAC,4,MILANO FORMALS,14
E1799,LILAC,6,MILANO FORMALS,6
E1799,LILAC,8,MILANO FORMALS,10
E1799,LILAC,10,MILANO FORMALS,14
E1799,LILAC,12,MILANO FORMALS,11
E1799,LILAC,20,MILANO FORMALS,3
E1799,LILAC,24,MILANO FORMALS,3
E1799,TEAL,2,MILANO FORMALS,1
E1799,TEAL,4,MILANO FORMALS,6
E1799,TEAL,6,MILANO FORMALS,8
E1799,TEAL,8,MILANO FORMALS,8
E1799,TEAL,10,MILANO FORMALS,7
E1799,TEAL,12,MILANO FORMALS,10
E1799,TEAL,14,MILANO FORMALS,3
E1799,TEAL,16,MILANO FORMALS,2
E1799,TEAL,22,MILANO FORMALS,2
E1822,IVORY,4,MILANO FORMALS,1
E1822,IVORY,20,MILANO FORMALS,1
E1822,IVORY,24,MILANO FORMALS,2
E1822,IVORY,28,MILANO FORMALS,3
E1822,PEACH,4,MILANO FORMALS,2
E1822,PEACH,6,MILANO FORMALS,7
E1822,PEACH,8,MILANO FORMALS,9
E1822,PEACH,12,MILANO FORMALS,1
E1822,PEACH,16,MILANO FORMALS,2
E1822,PEACH,20,MILANO FORMALS,2
E1822,PEACH,24,MILANO FORMALS,16
E1822,PEACH,26,MILANO FORMALS,1
E1931,NAVY,0,MILANO FORMALS,2
E1931,NAVY,2,MILANO FORMALS,4
E1931,NAVY,4,MILANO FORMALS,7
E1931,NAVY,6,MILANO FORMALS,5
E1931,NAVY,8,MILANO FORMALS,8
E1931,NAVY,10,MILANO FORMALS,4
E1931,NAVY,12,MILANO FORMALS,1
E1931,NAVY,14,MILANO FORMALS,3
E1931,NAVY,18,MILANO FORMALS,3
E2027,WINE,0,MILANO FORMALS,6
E2027,WINE,2,MILANO FORMALS,3
E2027,WINE,4,MILANO FORMALS,9
E2027,WINE,6,MILANO FORMALS,1
E2027,WINE,8,MILANO FORMALS,5
E2027,WINE,10,MILANO FORMALS,9
E2027,WINE,12,MILANO FORMALS,3
E2027,WINE,14,MILANO FORMALS,1
E2106,BABY BLUE,0,MILANO FORMALS,8
E2106,BABY BLUE,2,MILANO FORMALS,9
E2106,BABY BLUE,4,MILANO FORMALS,7
E2106,BABY BLUE,6,MILANO FORMALS,7
E2106,BABY BLUE,10,MILANO FORMALS,1
E2106,BABY BLUE,12,MILANO FORMALS,1
E2106,SKY BLUE,0,MILANO FORMALS,1
E2106,SKY BLUE,2,MILANO FORMALS,5
E2106,SKY BLUE,4,MILANO FORMALS,3
E2106,SKY BLUE,6,MILANO FORMALS,8
E2106,SKY BLUE,8,MILANO FORMALS,3
E2106,SKY BLUE,14,MILANO FORMALS,1
E2106,SKY BLUE,16,MILANO FORMALS,1
E2107,LAVENDER,0,MILANO FORMALS,4
E2107,LAVENDER,2,MILANO FORMALS,6
E2107,LAVENDER,4,MILANO FORMALS,6
E2107,LAVENDER,6,MILANO FORMALS,2
E2107,LAVENDER,8,MILANO FORMALS,8
E2107,LAVENDER,10,MILANO FORMALS,3
E2107,LAVENDER,12,MILANO FORMALS,4
E2107,LAVENDER,16,MILANO FORMALS,7
E2107,LAVENDER,18,MILANO FORMALS,2
E2107,NAVY,0,MILANO FORMALS,1
E2107,NAVY,4,MILANO FORMALS,1
E2107,NAVY,6,MILANO FORMALS,2
E2107,NAVY,8,MILANO FORMALS,3
E2107,NAVY,10,MILANO FORMALS,1
E2107,NAVY,14,MILANO FORMALS,5
E2107,NAVY,18,MILANO FORMALS,3
E2227,FUCHSIA,0,MILANO FORMALS,4
E2227,FUCHSIA,2,MILANO FORMALS,6
E2227,FUCHSIA,4,MILANO FORMALS,4
E2227,FUCHSIA,6,MILANO FORMALS,10
E2227,FUCHSIA,8,MILANO FORMALS,3
E2227,FUCHSIA,10,MILANO FORMALS,4
E2227,FUCHSIA,14,MILANO FORMALS,5
E2227,FUCHSIA,18,MILANO FORMALS,3
E2253,PRINT,0,MILANO FORMALS,1
E2253,RED,0,MILANO FORMALS,2
E2253,RED,2,MILANO FORMALS,1
E2253,RED,4,MILANO FORMALS,2
E2253,RED,6,MILANO FORMALS,13
E2253,RED,8,MILANO FORMALS,5
E2253,RED,10,MILANO FORMALS,5
E2253,RED,12,MILANO FORMALS,5
E2253,RED,14,MILANO FORMALS,5
E2253,RED,16,MILANO FORMALS,2
E2253,RED,18,MILANO FORMALS,1
E2253,RED,20,MILANO FORMALS,1
E2253,RED ,4,MILANO FORMALS,2
E2545,GREEN,0,MILANO FORMALS,4
E2545,GREEN,2,MILANO FORMALS,5
E2545,GREEN,4,MILANO FORMALS,8
E2545,GREEN,6,MILANO FORMALS,5
E2545,GREEN,8,MILANO FORMALS,7
E2545,GREEN,10,MILANO FORMALS,3
E2545,GREEN,14,MILANO FORMALS,4
E2545,GREEN,18,MILANO FORMALS,2
F1116,APPLE RED,8,MILANO FORMALS,8
F1116,APPLE RED,10,MILANO FORMALS,4
F1116,APPLE RED,30,MILANO FORMALS,1
F1116,APPLE RED,38,MILANO FORMALS,5
F1116,APPLE RED,40,MILANO FORMALS,16
F1116,BANANA,30,MILANO FORMALS,13
F1116,BANANA,34,MILANO FORMALS,24
F1116,BANANA,38,MILANO FORMALS,5
F1116,BANANA,40,MILANO FORMALS,10
F1116,BANANA (FLOWER),34,MILANO FORMALS,6
F1116,BLACK,2,MILANO FORMALS,1
F1116,BLACK,4,MILANO FORMALS,7
F1116,BLACK,8,MILANO FORMALS,14
F1116,BLACK,10,MILANO FORMALS,6
F1116,BLACK,12,MILANO FORMALS,2
F1116,BURGUNDY,8,MILANO FORMALS,22
F1116,BURGUNDY,22,MILANO FORMALS,1
F1116,BURGUNDY,24,MILANO FORMALS,2
F1116,BURGUNDY,26,MILANO FORMALS,3
F1116,BURGUNDY,38,MILANO FORMALS,9
F1116,BURGUNDY,40,MILANO FORMALS,3
F1116,CHAMPAGNE,40,MILANO FORMALS,3
F1116,CORAL,30,MILANO FORMALS,2
F1116,CORAL,34,MILANO FORMALS,9
F1116,CORAL,38,MILANO FORMALS,18
F1116,CORAL,40,MILANO FORMALS,20
F1116,FUCHSIA,4,MILANO FORMALS,8
F1116,FUCHSIA,8,MILANO FORMALS,2
F1116,FUCHSIA,34,MILANO FORMALS,2
F1116,FUCHSIA,38,MILANO FORMALS,9
F1116,FUCHSIA,40,MILANO FORMALS,8
F1116,GOLD,2,MILANO FORMALS,2
F1116,GOLD,12,MILANO FORMALS,3
F1116,GOLD,14,MILANO FORMALS,1
F1116,GOLD,22,MILANO FORMALS,2
F1116,GOLD,34,MILANO FORMALS,21
F1116,GOLD,38,MILANO FORMALS,6
F1116,GOLD,40,MILANO FORMALS,11
F1116,IVORY,2,MILANO FORMALS,4
F1116,IVORY,4,MILANO FORMALS,3
F1116,IVORY,8,MILANO FORMALS,9
F1116,IVORY,16,MILANO FORMALS,1
F1116,IVORY,18,MILANO FORMALS,1
F1116,LAVENDER,34,MILANO FORMALS,18
F1116,LAVENDER,38,MILANO FORMALS,1
F1116,LILAC,2,MILANO FORMALS,1
F1116,LILAC,4,MILANO FORMALS,6
F1116,LILAC,6,MILANO FORMALS,6
F1116,LILAC,8,MILANO FORMALS,10
F1116,LILAC,12,MILANO FORMALS,10
F1116,LILAC,14,MILANO FORMALS,1
F1116,LILAC,18,MILANO FORMALS,1
F1116,LILAC,20,MILANO FORMALS,1
F1116,LILAC,22,MILANO FORMALS,1
F1116,LILAC,26,MILANO FORMALS,6
F1116,LILAC,34,MILANO FORMALS,1
F1116,LILAC,38,MILANO FORMALS,5
F1116,LILAC,40,MILANO FORMALS,17
F1116,NAVY,8,MILANO FORMALS,24
F1116,NAVY,10,MILANO FORMALS,1
F1116,NAVY,14,MILANO FORMALS,1
F1116,NAVY,30,MILANO FORMALS,1
F1116,NAVY,34,MILANO FORMALS,4
F1116,NAVY,38,MILANO FORMALS,5
F1116,NAVY,40,MILANO FORMALS,5
F1116,PINK,14,MILANO FORMALS,2
F1116,PINK,34,MILANO FORMALS,1
F1116,PINK,38,MILANO FORMALS,17
F1116,PINK,40,MILANO FORMALS,14
F1116,POOL,12,MILANO FORMALS,1
F1116,POOL,26,MILANO FORMALS,1
F1116,PURPLE,8,MILANO FORMALS,1
F1116,PURPLE,12,MILANO FORMALS,1
F1116,PURPLE,14,MILANO FORMALS,2
F1116,PURPLE,26,MILANO FORMALS,1
F1116,PURPLE,40,MILANO FORMALS,3
F1116,RED,12,MILANO FORMALS,1
F1116,RED,34,MILANO FORMALS,40
F1116,RED,38,MILANO FORMALS,32
F1116,RED,40,MILANO FORMALS,22
F1116,ROYAL,34,MILANO FORMALS,5
F1116,ROYAL,38,MILANO FORMALS,10
F1116,ROYAL,40,MILANO FORMALS,2
F1116,SAGE,20,MILANO FORMALS,1
F1116,SILVER,2,MILANO FORMALS,4
F1116,SILVER,8,MILANO FORMALS,8
F1116,SILVER,12,MILANO FORMALS,4
F1116,SILVER,38,MILANO FORMALS,2
F1116,SILVER,40,MILANO FORMALS,1
F1116,SKY BLUE,8,MILANO FORMALS,5
F1116,SKY BLUE,34,MILANO FORMALS,35
F1116,SKY BLUE,38,MILANO FORMALS,9
F1116,SKY BLUE,40,MILANO FORMALS,12
F1116,TRUFFLE,10,MILANO FORMALS,2
F1116,TRUFFLE,34,MILANO FORMALS,10
F1116,TRUFFLE,38,MILANO FORMALS,6
F1116,TRUFFLE,40,MILANO FORMALS,8
F1116,WHITE,34,MILANO FORMALS,2
F1116,WHITE,40,MILANO FORMALS,1
F570,APPLE RED,34,MILANO FORMALS,19
F570,APPLE RED,38,MILANO FORMALS,17
F570,APPLE RED,40,MILANO FORMALS,7
F570,BANANA,12,MILANO FORMALS,1
F570,BANANA,14,MILANO FORMALS,1
F570,BANANA,20,MILANO FORMALS,1
F570,BANANA,22,MILANO FORMALS,2
F570,BANANA,26,MILANO FORMALS,2
F570,BANANA,30,MILANO FORMALS,10
F570,BANANA,34,MILANO FORMALS,72
F570,BANANA,38,MILANO FORMALS,37
F570,BANANA,40,MILANO FORMALS,30
