Handle,Color,Size,Brand,Quantity,Price,Description
NV7772,FUCHSIA,18,MILANO FORMALS,3,158.0,Strapless sweetheart neckline with ruched pattern bodice accented with a center flower detail embroidery and comes with a mid thigh level skirt. Color : Purple Size : 4-24 Closure : Zipper This special occasion dress is returnable. Please refer to our special occasion dress return policy (click here) for more details..
NV7774,BLACK,2,MILANO FORMALS,1,225.0,Vibrant multicolored dress with shallow V-neckline and stunning midriff cutout making this a playfully elegant piece.
NV7774,BLACK/GREEN,0,MILANO FORMALS,2,225.0,Vibrant multicolored dress with shallow V-neckline and stunning midriff cutout making this a playfully elegant piece.
NV7774,BLACK/GREEN,4,MILANO FORMALS,1,225.0,Vibrant multicolored dress with shallow V-neckline and stunning midriff cutout making this a playfully elegant piece.
NV7774,BLACK/GREEN,6,MILANO FORMALS,3,225.0,Vibrant multicolored dress with shallow V-neckline and stunning midriff cutout making this a playfully elegant piece.
NV7774,BLACK/GREEN,8,MILANO FORMALS,2,225.0,Vibrant multicolored dress with shallow V-neckline and stunning midriff cutout making this a playfully elegant piece.
NV7774,BLACK/GREEN,10,MILANO FORMALS,4,225.0,Vibrant multicolored dress with shallow V-neckline and stunning midriff cutout making this a playfully elegant piece.
NV7774,BLACK/GREEN,12,MILANO FORMALS,4,225.0,Vibrant multicolored dress with shallow V-neckline and stunning midriff cutout making this a playfully elegant piece.
NV7774,BLACK/GREEN,14,MILANO FORMALS,5,225.0,Vibrant multicolored dress with shallow V-neckline and stunning midriff cutout making this a playfully elegant piece.
NV7774,BLACK/GREEN,16,MILANO FORMALS,3,225.0,Vibrant multicolored dress with shallow V-neckline and stunning midriff cutout making this a playfully elegant piece.
NV7924,MIDNIGHT,0,MILANO FORMALS,8,299.0,This two-piece ensemble is sure to turn heads with its fully beaded halter style top and matching beaded belt sewn onto the skirt!
NV7924,MIDNIGHT,2,MILANO FORMALS,1,299.0,This two-piece ensemble is sure to turn heads with its fully beaded halter style top and matching beaded belt sewn onto the skirt!
NV7924,MIDNIGHT,4,MILANO FORMALS,5,299.0,This two-piece ensemble is sure to turn heads with its fully beaded halter style top and matching beaded belt sewn onto the skirt!
NV7924,MIDNIGHT,6,MILANO FORMALS,1,299.0,This two-piece ensemble is sure to turn heads with its fully beaded halter style top and matching beaded belt sewn onto the skirt!
NV7924,MIDNIGHT,10,MILANO FORMALS,1,299.0,This two-piece ensemble is sure to turn heads with its fully beaded halter style top and matching beaded belt sewn onto the skirt!
NV7924,MIDNIGHT,12,MILANO FORMALS,5,299.0,This two-piece ensemble is sure to turn heads with its fully beaded halter style top and matching beaded belt sewn onto the skirt!
NV7924,MIDNIGHT,14,MILANO FORMALS,1,299.0,This two-piece ensemble is sure to turn heads with its fully beaded halter style top and matching beaded belt sewn onto the skirt!
NV8013,POOL,0,MILANO FORMALS,1,299.0,"Steal the show with the geometrically beaded bodice with cutouts to show off your waistline. The two-tone ribbon skirt makes this the ultimate party dress. Two colors (pool, pink)"
NV8013,POOL,4,MILANO FORMALS,4,299.0,"Steal the show with the geometrically beaded bodice with cutouts to show off your waistline. The two-tone ribbon skirt makes this the ultimate party dress. Two colors (pool, pink)"
NV8013,POOL,8,MILANO FORMALS,3,299.0,"Steal the show with the geometrically beaded bodice with cutouts to show off your waistline. The two-tone ribbon skirt makes this the ultimate party dress. Two colors (pool, pink)"
NV8013,POOL,10,MILANO FORMALS,3,299.0,"Steal the show with the geometrically beaded bodice with cutouts to show off your waistline. The two-tone ribbon skirt makes this the ultimate party dress. Two colors (pool, pink)"
NV8013,POOL,14,MILANO FORMALS,3,299.0,"Steal the show with the geometrically beaded bodice with cutouts to show off your waistline. The two-tone ribbon skirt makes this the ultimate party dress. Two colors (pool, pink)"
NV8013,POOL,16,MILANO FORMALS,1,299.0,"Steal the show with the geometrically beaded bodice with cutouts to show off your waistline. The two-tone ribbon skirt makes this the ultimate party dress. Two colors (pool, pink)"
NV8016,MINT,4,MILANO FORMALS,1,249.0,Elegant short dress with mint blue overlay and scalloped bottom.
NV8016,MINT,12,MILANO FORMALS,2,249.0,Elegant short dress with mint blue overlay and scalloped bottom.
NV8016,MINT,14,MILANO FORMALS,2,249.0,Elegant short dress with mint blue overlay and scalloped bottom.
NV8016,MINT,16,MILANO FORMALS,4,249.0,Elegant short dress with mint blue overlay and scalloped bottom.
NV8016,MINT,18,MILANO FORMALS,2,249.0,Elegant short dress with mint blue overlay and scalloped bottom.
NV8088,NAVY,0,MILANO FORMALS,6,349.0,"This captivating dress combines modern elegance with intricate detailing, perfect for any upscale event. The deep space blue lace overlay is adorned with delicate beading, creating a sparkling effect that catches the light beautifully. The sheer mesh sleeves and back add a touch of allure while maintaining a sophisticated appeal. Designed to contour the body, this dress highlights your silhouette with a refined, flattering fit."
NV8088,NAVY,2,MILANO FORMALS,5,349.0,"This captivating dress combines modern elegance with intricate detailing, perfect for any upscale event. The deep space blue lace overlay is adorned with delicate beading, creating a sparkling effect that catches the light beautifully. The sheer mesh sleeves and back add a touch of allure while maintaining a sophisticated appeal. Designed to contour the body, this dress highlights your silhouette with a refined, flattering fit."
NV8088,NAVY,4,MILANO FORMALS,7,349.0,"This captivating dress combines modern elegance with intricate detailing, perfect for any upscale event. The deep space blue lace overlay is adorned with delicate beading, creating a sparkling effect that catches the light beautifully. The sheer mesh sleeves and back add a touch of allure while maintaining a sophisticated appeal. Designed to contour the body, this dress highlights your silhouette with a refined, flattering fit."
NV8088,NAVY,6,MILANO FORMALS,14,349.0,"This captivating dress combines modern elegance with intricate detailing, perfect for any upscale event. The deep space blue lace overlay is adorned with delicate beading, creating a sparkling effect that catches the light beautifully. The sheer mesh sleeves and back add a touch of allure while maintaining a sophisticated appeal. Designed to contour the body, this dress highlights your silhouette with a refined, flattering fit."
NV8088,NAVY,8,MILANO FORMALS,13,349.0,"This captivating dress combines modern elegance with intricate detailing, perfect for any upscale event. The deep space blue lace overlay is adorned with delicate beading, creating a sparkling effect that catches the light beautifully. The sheer mesh sleeves and back add a touch of allure while maintaining a sophisticated appeal. Designed to contour the body, this dress highlights your silhouette with a refined, flattering fit."
NV8088,NAVY,10,MILANO FORMALS,3,349.0,"This captivating dress combines modern elegance with intricate detailing, perfect for any upscale event. The deep space blue lace overlay is adorned with delicate beading, creating a sparkling effect that catches the light beautifully. The sheer mesh sleeves and back add a touch of allure while maintaining a sophisticated appeal. Designed to contour the body, this dress highlights your silhouette with a refined, flattering fit."
NV8088,NAVY,18,MILANO FORMALS,5,349.0,"This captivating dress combines modern elegance with intricate detailing, perfect for any upscale event. The deep space blue lace overlay is adorned with delicate beading, creating a sparkling effect that catches the light beautifully. The sheer mesh sleeves and back add a touch of allure while maintaining a sophisticated appeal. Designed to contour the body, this dress highlights your silhouette with a refined, flattering fit."
NV8108,PURPLE,0,MILANO FORMALS,1,249.0,"This captivating dress features a deep purple hue with an A-line silhouette, perfect for making a bold yet elegant statement. The delicate floral embellishments around the bodice and waist, combined with the sheer illusion neckline and back, create a romantic and refined look. The full skirt adds a playful, voluminous touch, while the intricate detailing ensures a luxurious feel. Ideal for cocktail parties or formal gatherings, this dress effortlessly balances sophistication with a touch of modern glamour."
NV8108,PURPLE,2,MILANO FORMALS,4,249.0,"This captivating dress features a deep purple hue with an A-line silhouette, perfect for making a bold yet elegant statement. The delicate floral embellishments around the bodice and waist, combined with the sheer illusion neckline and back, create a romantic and refined look. The full skirt adds a playful, voluminous touch, while the intricate detailing ensures a luxurious feel. Ideal for cocktail parties or formal gatherings, this dress effortlessly balances sophistication with a touch of modern glamour."
NV8108,PURPLE,4,MILANO FORMALS,5,249.0,"This captivating dress features a deep purple hue with an A-line silhouette, perfect for making a bold yet elegant statement. The delicate floral embellishments around the bodice and waist, combined with the sheer illusion neckline and back, create a romantic and refined look. The full skirt adds a playful, voluminous touch, while the intricate detailing ensures a luxurious feel. Ideal for cocktail parties or formal gatherings, this dress effortlessly balances sophistication with a touch of modern glamour."
NV8108,PURPLE,6,MILANO FORMALS,6,249.0,"This captivating dress features a deep purple hue with an A-line silhouette, perfect for making a bold yet elegant statement. The delicate floral embellishments around the bodice and waist, combined with the sheer illusion neckline and back, create a romantic and refined look. The full skirt adds a playful, voluminous touch, while the intricate detailing ensures a luxurious feel. Ideal for cocktail parties or formal gatherings, this dress effortlessly balances sophistication with a touch of modern glamour."
NV8108,PURPLE,8,MILANO FORMALS,5,249.0,"This captivating dress features a deep purple hue with an A-line silhouette, perfect for making a bold yet elegant statement. The delicate floral embellishments around the bodice and waist, combined with the sheer illusion neckline and back, create a romantic and refined look. The full skirt adds a playful, voluminous touch, while the intricate detailing ensures a luxurious feel. Ideal for cocktail parties or formal gatherings, this dress effortlessly balances sophistication with a touch of modern glamour."
NV8108,PURPLE,10,MILANO FORMALS,4,249.0,"This captivating dress features a deep purple hue with an A-line silhouette, perfect for making a bold yet elegant statement. The delicate floral embellishments around the bodice and waist, combined with the sheer illusion neckline and back, create a romantic and refined look. The full skirt adds a playful, voluminous touch, while the intricate detailing ensures a luxurious feel. Ideal for cocktail parties or formal gatherings, this dress effortlessly balances sophistication with a touch of modern glamour."
NV8109,BLACK,0,MILANO FORMALS,1,225.0,Jaw-dropping cocktail dress with fully see-through back accented with floral design. The front bodice is fully bedazzled with sequins.
NV8109,BLACK,2,MILANO FORMALS,1,225.0,Jaw-dropping cocktail dress with fully see-through back accented with floral design. The front bodice is fully bedazzled with sequins.
NV8109,BLACK,4,MILANO FORMALS,1,225.0,Jaw-dropping cocktail dress with fully see-through back accented with floral design. The front bodice is fully bedazzled with sequins.
NV8109,BLACK,6,MILANO FORMALS,6,225.0,Jaw-dropping cocktail dress with fully see-through back accented with floral design. The front bodice is fully bedazzled with sequins.
NV8109,BLACK,8,MILANO FORMALS,3,225.0,Jaw-dropping cocktail dress with fully see-through back accented with floral design. The front bodice is fully bedazzled with sequins.
NV8109,BLACK,16,MILANO FORMALS,1,225.0,Jaw-dropping cocktail dress with fully see-through back accented with floral design. The front bodice is fully bedazzled with sequins.
NV8124,BLACK,0,MILANO FORMALS,4,175.0,"Beautiful take on ""The little black dress"". Fully beaded halter style bust and form fitting skirt makes this the perfect dress for any occasion!"
NV8124,BLACK,4,MILANO FORMALS,4,175.0,"Beautiful take on ""The little black dress"". Fully beaded halter style bust and form fitting skirt makes this the perfect dress for any occasion!"
NV8124,BLACK,6,MILANO FORMALS,1,175.0,"Beautiful take on ""The little black dress"". Fully beaded halter style bust and form fitting skirt makes this the perfect dress for any occasion!"
NV8124,BLACK,8,MILANO FORMALS,1,175.0,"Beautiful take on ""The little black dress"". Fully beaded halter style bust and form fitting skirt makes this the perfect dress for any occasion!"
NV8124,BLACK,10,MILANO FORMALS,5,175.0,"Beautiful take on ""The little black dress"". Fully beaded halter style bust and form fitting skirt makes this the perfect dress for any occasion!"
NV8124,BLACK,18,MILANO FORMALS,2,175.0,"Beautiful take on ""The little black dress"". Fully beaded halter style bust and form fitting skirt makes this the perfect dress for any occasion!"
NV8170,BLACK,0,MILANO FORMALS,2,225.0,Showstopping little black dress! Strapless (can be converted with clip on straps)
NV8170,BLACK,2,MILANO FORMALS,3,225.0,Showstopping little black dress! Strapless (can be converted with clip on straps)
NV8170,BLACK,8,MILANO FORMALS,1,225.0,Showstopping little black dress! Strapless (can be converted with clip on straps)
NV8204,BISCOTTI,2,MILANO FORMALS,1,197.0,"Walk like a goddess in Milano Formals E1581. A one-shoulder party dress fashioned in asymmetrical pleats of chiffon layers creating a tightly fitting bodice and well defined hipline complimenting the fitted mini-skirt. Defining the waistline is a satin waistband with floral accents and embellishment. Perfect for homecoming, date-night or junior-prom. This Milano Formals is simply chic and adorable Style: milano_E1581 Closure: Zipper Details: One-shoulder, Asymmetric neckline, Pleated, Waistband with floral embellishment Fabric: Chiffon Length: Short Neckline: Asymmetric Waistline: Natural Silhouette: Sheath Category: Bridesmaid Available Colors: Red, Purple, Black Sizes: 00Â– 30 This special occasion dress is returnable. Please refer to our special occasion dress return policy (click here) for more details.."
NV8204,BISCOTTI,4,MILANO FORMALS,4,197.0,"Walk like a goddess in Milano Formals E1581. A one-shoulder party dress fashioned in asymmetrical pleats of chiffon layers creating a tightly fitting bodice and well defined hipline complimenting the fitted mini-skirt. Defining the waistline is a satin waistband with floral accents and embellishment. Perfect for homecoming, date-night or junior-prom. This Milano Formals is simply chic and adorable Style: milano_E1581 Closure: Zipper Details: One-shoulder, Asymmetric neckline, Pleated, Waistband with floral embellishment Fabric: Chiffon Length: Short Neckline: Asymmetric Waistline: Natural Silhouette: Sheath Category: Bridesmaid Available Colors: Red, Purple, Black Sizes: 00Â– 30 This special occasion dress is returnable. Please refer to our special occasion dress return policy (click here) for more details.."
NV8204,BISCOTTI,6,MILANO FORMALS,1,197.0,"Walk like a goddess in Milano Formals E1581. A one-shoulder party dress fashioned in asymmetrical pleats of chiffon layers creating a tightly fitting bodice and well defined hipline complimenting the fitted mini-skirt. Defining the waistline is a satin waistband with floral accents and embellishment. Perfect for homecoming, date-night or junior-prom. This Milano Formals is simply chic and adorable Style: milano_E1581 Closure: Zipper Details: One-shoulder, Asymmetric neckline, Pleated, Waistband with floral embellishment Fabric: Chiffon Length: Short Neckline: Asymmetric Waistline: Natural Silhouette: Sheath Category: Bridesmaid Available Colors: Red, Purple, Black Sizes: 00Â– 30 This special occasion dress is returnable. Please refer to our special occasion dress return policy (click here) for more details.."
NV8204,IVORY,14,MILANO FORMALS,1,197.0,"Walk like a goddess in Milano Formals E1581. A one-shoulder party dress fashioned in asymmetrical pleats of chiffon layers creating a tightly fitting bodice and well defined hipline complimenting the fitted mini-skirt. Defining the waistline is a satin waistband with floral accents and embellishment. Perfect for homecoming, date-night or junior-prom. This Milano Formals is simply chic and adorable Style: milano_E1581 Closure: Zipper Details: One-shoulder, Asymmetric neckline, Pleated, Waistband with floral embellishment Fabric: Chiffon Length: Short Neckline: Asymmetric Waistline: Natural Silhouette: Sheath Category: Bridesmaid Available Colors: Red, Purple, Black Sizes: 00Â– 30 This special occasion dress is returnable. Please refer to our special occasion dress return policy (click here) for more details.."
NV8204,NAVY,2,MILANO FORMALS,3,197.0,"Walk like a goddess in Milano Formals E1581. A one-shoulder party dress fashioned in asymmetrical pleats of chiffon layers creating a tightly fitting bodice and well defined hipline complimenting the fitted mini-skirt. Defining the waistline is a satin waistband with floral accents and embellishment. Perfect for homecoming, date-night or junior-prom. This Milano Formals is simply chic and adorable Style: milano_E1581 Closure: Zipper Details: One-shoulder, Asymmetric neckline, Pleated, Waistband with floral embellishment Fabric: Chiffon Length: Short Neckline: Asymmetric Waistline: Natural Silhouette: Sheath Category: Bridesmaid Available Colors: Red, Purple, Black Sizes: 00Â– 30 This special occasion dress is returnable. Please refer to our special occasion dress return policy (click here) for more details.."
NV8204,NAVY,4,MILANO FORMALS,5,197.0,"Walk like a goddess in Milano Formals E1581. A one-shoulder party dress fashioned in asymmetrical pleats of chiffon layers creating a tightly fitting bodice and well defined hipline complimenting the fitted mini-skirt. Defining the waistline is a satin waistband with floral accents and embellishment. Perfect for homecoming, date-night or junior-prom. This Milano Formals is simply chic and adorable Style: milano_E1581 Closure: Zipper Details: One-shoulder, Asymmetric neckline, Pleated, Waistband with floral embellishment Fabric: Chiffon Length: Short Neckline: Asymmetric Waistline: Natural Silhouette: Sheath Category: Bridesmaid Available Colors: Red, Purple, Black Sizes: 00Â– 30 This special occasion dress is returnable. Please refer to our special occasion dress return policy (click here) for more details.."
NV8269,BLUE,2,MILANO FORMALS,1,149.0,"Gorgeous one Shoulder, halter style dress complete with asymmetrical bodice and floral accent. The chiffon material creates a flowy and flirty feel. Three colors (Burnt orange, Royal, Charcoal)."
NV8269,BLUE,4,MILANO FORMALS,2,149.0,"Gorgeous one Shoulder, halter style dress complete with asymmetrical bodice and floral accent. The chiffon material creates a flowy and flirty feel. Three colors (Burnt orange, Royal, Charcoal)."
NV8269,BLUE,8,MILANO FORMALS,2,149.0,"Gorgeous one Shoulder, halter style dress complete with asymmetrical bodice and floral accent. The chiffon material creates a flowy and flirty feel. Three colors (Burnt orange, Royal, Charcoal)."
NV8269,BURNT ORANGE,0,MILANO FORMALS,3,149.0,"Gorgeous one Shoulder, halter style dress complete with asymmetrical bodice and floral accent. The chiffon material creates a flowy and flirty feel. Three colors (Burnt orange, Royal, Charcoal)."
NV8269,BURNT ORANGE,4,MILANO FORMALS,4,149.0,"Gorgeous one Shoulder, halter style dress complete with asymmetrical bodice and floral accent. The chiffon material creates a flowy and flirty feel. Three colors (Burnt orange, Royal, Charcoal)."
NV8269,BURNT ORANGE,6,MILANO FORMALS,3,149.0,"Gorgeous one Shoulder, halter style dress complete with asymmetrical bodice and floral accent. The chiffon material creates a flowy and flirty feel. Three colors (Burnt orange, Royal, Charcoal)."
NV8269,BURNT ORANGE,8,MILANO FORMALS,1,149.0,"Gorgeous one Shoulder, halter style dress complete with asymmetrical bodice and floral accent. The chiffon material creates a flowy and flirty feel. Three colors (Burnt orange, Royal, Charcoal)."
NV8269,BURNT ORANGE,10,MILANO FORMALS,4,149.0,"Gorgeous one Shoulder, halter style dress complete with asymmetrical bodice and floral accent. The chiffon material creates a flowy and flirty feel. Three colors (Burnt orange, Royal, Charcoal)."
NV8269,BURNT ORANGE,12,MILANO FORMALS,2,149.0,"Gorgeous one Shoulder, halter style dress complete with asymmetrical bodice and floral accent. The chiffon material creates a flowy and flirty feel. Three colors (Burnt orange, Royal, Charcoal)."
NV8269,BURNT ORANGE,14,MILANO FORMALS,1,149.0,"Gorgeous one Shoulder, halter style dress complete with asymmetrical bodice and floral accent. The chiffon material creates a flowy and flirty feel. Three colors (Burnt orange, Royal, Charcoal)."
NV8269,BURNT ORANGE,16,MILANO FORMALS,1,149.0,"Gorgeous one Shoulder, halter style dress complete with asymmetrical bodice and floral accent. The chiffon material creates a flowy and flirty feel. Three colors (Burnt orange, Royal, Charcoal)."
NV8269,BURNT ORANGE,20,MILANO FORMALS,5,149.0,"Gorgeous one Shoulder, halter style dress complete with asymmetrical bodice and floral accent. The chiffon material creates a flowy and flirty feel. Three colors (Burnt orange, Royal, Charcoal)."
NV8269,BURNT ORANGE,22,MILANO FORMALS,2,149.0,"Gorgeous one Shoulder, halter style dress complete with asymmetrical bodice and floral accent. The chiffon material creates a flowy and flirty feel. Three colors (Burnt orange, Royal, Charcoal)."
NV8269,BURNT ORANGE,24,MILANO FORMALS,4,149.0,"Gorgeous one Shoulder, halter style dress complete with asymmetrical bodice and floral accent. The chiffon material creates a flowy and flirty feel. Three colors (Burnt orange, Royal, Charcoal)."
NV8269,BURNT ORANGE,30,MILANO FORMALS,3,149.0,"Gorgeous one Shoulder, halter style dress complete with asymmetrical bodice and floral accent. The chiffon material creates a flowy and flirty feel. Three colors (Burnt orange, Royal, Charcoal)."
NV8269,CHARCOAL,2,MILANO FORMALS,1,149.0,"Gorgeous one Shoulder, halter style dress complete with asymmetrical bodice and floral accent. The chiffon material creates a flowy and flirty feel. Three colors (Burnt orange, Royal, Charcoal)."
NV8269,CHARCOAL,4,MILANO FORMALS,3,149.0,"Gorgeous one Shoulder, halter style dress complete with asymmetrical bodice and floral accent. The chiffon material creates a flowy and flirty feel. Three colors (Burnt orange, Royal, Charcoal)."
NV8269,CHARCOAL,6,MILANO FORMALS,6,149.0,"Gorgeous one Shoulder, halter style dress complete with asymmetrical bodice and floral accent. The chiffon material creates a flowy and flirty feel. Three colors (Burnt orange, Royal, Charcoal)."
NV8269,CHARCOAL,8,MILANO FORMALS,7,149.0,"Gorgeous one Shoulder, halter style dress complete with asymmetrical bodice and floral accent. The chiffon material creates a flowy and flirty feel. Three colors (Burnt orange, Royal, Charcoal)."
NV8269,CHARCOAL,10,MILANO FORMALS,3,149.0,"Gorgeous one Shoulder, halter style dress complete with asymmetrical bodice and floral accent. The chiffon material creates a flowy and flirty feel. Three colors (Burnt orange, Royal, Charcoal)."
NV8269,CHARCOAL,12,MILANO FORMALS,8,149.0,"Gorgeous one Shoulder, halter style dress complete with asymmetrical bodice and floral accent. The chiffon material creates a flowy and flirty feel. Three colors (Burnt orange, Royal, Charcoal)."
NV8269,CHARCOAL,14,MILANO FORMALS,1,149.0,"Gorgeous one Shoulder, halter style dress complete with asymmetrical bodice and floral accent. The chiffon material creates a flowy and flirty feel. Three colors (Burnt orange, Royal, Charcoal)."
NV8269,CHARCOAL,16,MILANO FORMALS,1,149.0,"Gorgeous one Shoulder, halter style dress complete with asymmetrical bodice and floral accent. The chiffon material creates a flowy and flirty feel. Three colors (Burnt orange, Royal, Charcoal)."
NV8269,CHARCOAL,18,MILANO FORMALS,1,149.0,"Gorgeous one Shoulder, halter style dress complete with asymmetrical bodice and floral accent. The chiffon material creates a flowy and flirty feel. Three colors (Burnt orange, Royal, Charcoal)."
NV8269,CHARCOAL,20,MILANO FORMALS,4,149.0,"Gorgeous one Shoulder, halter style dress complete with asymmetrical bodice and floral accent. The chiffon material creates a flowy and flirty feel. Three colors (Burnt orange, Royal, Charcoal)."
NV8269,CHARCOAL,24,MILANO FORMALS,4,149.0,"Gorgeous one Shoulder, halter style dress complete with asymmetrical bodice and floral accent. The chiffon material creates a flowy and flirty feel. Three colors (Burnt orange, Royal, Charcoal)."
NV8269,ROYAL,4,MILANO FORMALS,4,149.0,"Gorgeous one Shoulder, halter style dress complete with asymmetrical bodice and floral accent. The chiffon material creates a flowy and flirty feel. Three colors (Burnt orange, Royal, Charcoal)."
NV8269,ROYAL,6,MILANO FORMALS,4,149.0,"Gorgeous one Shoulder, halter style dress complete with asymmetrical bodice and floral accent. The chiffon material creates a flowy and flirty feel. Three colors (Burnt orange, Royal, Charcoal)."
NV8269,ROYAL,8,MILANO FORMALS,1,149.0,"Gorgeous one Shoulder, halter style dress complete with asymmetrical bodice and floral accent. The chiffon material creates a flowy and flirty feel. Three colors (Burnt orange, Royal, Charcoal)."
NV8314,FUCHSIA,12,MILANO FORMALS,4,399.0,"This stunning strapless cocktail dress is a captivating blend of elegance and bold design. The golden base is beautifully adorned with intricate magenta floral embroidery, creating a striking contrast that highlights the figure-flattering silhouette. The delicate detailing combined with the fitted bodice exudes sophistication and grace, making it a perfect choice for evening events, upscale parties, or special occasions. The vibrant embroidery and luxurious fabric work in harmony to make this dress a standout, offering both timeless style and modern flair."
NV8314,FUCHSIA,16,MILANO FORMALS,6,399.0,"This stunning strapless cocktail dress is a captivating blend of elegance and bold design. The golden base is beautifully adorned with intricate magenta floral embroidery, creating a striking contrast that highlights the figure-flattering silhouette. The delicate detailing combined with the fitted bodice exudes sophistication and grace, making it a perfect choice for evening events, upscale parties, or special occasions. The vibrant embroidery and luxurious fabric work in harmony to make this dress a standout, offering both timeless style and modern flair."
NV8327,ROYAL,14,MILANO FORMALS,3,159.0,"Mermaid inspired! Strapless, sweetheart neckline with FULL sequin skirt."
NV8327,ROYAL,16,MILANO FORMALS,6,159.0,"Mermaid inspired! Strapless, sweetheart neckline with FULL sequin skirt."
NV8327,SKY BLUE,2,MILANO FORMALS,1,159.0,"Mermaid inspired! Strapless, sweetheart neckline with FULL sequin skirt."
NV8327,SKY BLUE,4,MILANO FORMALS,7,159.0,"Mermaid inspired! Strapless, sweetheart neckline with FULL sequin skirt."
NV8327,SKY BLUE,6,MILANO FORMALS,3,159.0,"Mermaid inspired! Strapless, sweetheart neckline with FULL sequin skirt."
NV8327,SKY BLUE,8,MILANO FORMALS,11,159.0,"Mermaid inspired! Strapless, sweetheart neckline with FULL sequin skirt."
NV8327,SKY BLUE,10,MILANO FORMALS,1,159.0,"Mermaid inspired! Strapless, sweetheart neckline with FULL sequin skirt."
NV8327,SKY BLUE,12,MILANO FORMALS,16,159.0,"Mermaid inspired! Strapless, sweetheart neckline with FULL sequin skirt."
NV8327,SKY BLUE,16,MILANO FORMALS,4,159.0,"Mermaid inspired! Strapless, sweetheart neckline with FULL sequin skirt."
NV8336,FUCHSIA,4,MILANO FORMALS,9,149.0,"Playful and flirty V-neck dress with multi-layered chiffon skirt. Three colors (Fushia, Navy, and Purple)."
NV8336,FUCHSIA,6,MILANO FORMALS,1,149.0,"Playful and flirty V-neck dress with multi-layered chiffon skirt. Three colors (Fushia, Navy, and Purple)."
NV8336,FUCHSIA,8,MILANO FORMALS,3,149.0,"Playful and flirty V-neck dress with multi-layered chiffon skirt. Three colors (Fushia, Navy, and Purple)."
NV8336,FUCHSIA,10,MILANO FORMALS,4,149.0,"Playful and flirty V-neck dress with multi-layered chiffon skirt. Three colors (Fushia, Navy, and Purple)."
NV8336,FUCHSIA,14,MILANO FORMALS,2,149.0,"Playful and flirty V-neck dress with multi-layered chiffon skirt. Three colors (Fushia, Navy, and Purple)."
NV8336,FUCHSIA,18,MILANO FORMALS,1,149.0,"Playful and flirty V-neck dress with multi-layered chiffon skirt. Three colors (Fushia, Navy, and Purple)."
NV8336,FUCHSIA,22,MILANO FORMALS,2,149.0,"Playful and flirty V-neck dress with multi-layered chiffon skirt. Three colors (Fushia, Navy, and Purple)."
NV8336,NAVY,0,MILANO FORMALS,2,149.0,"Playful and flirty V-neck dress with multi-layered chiffon skirt. Three colors (Fushia, Navy, and Purple)."
NV8336,NAVY,2,MILANO FORMALS,3,149.0,"Playful and flirty V-neck dress with multi-layered chiffon skirt. Three colors (Fushia, Navy, and Purple)."
NV8336,NAVY,4,MILANO FORMALS,5,149.0,"Playful and flirty V-neck dress with multi-layered chiffon skirt. Three colors (Fushia, Navy, and Purple)."
NV8336,NAVY,6,MILANO FORMALS,3,149.0,"Playful and flirty V-neck dress with multi-layered chiffon skirt. Three colors (Fushia, Navy, and Purple)."
NV8336,NAVY,8,MILANO FORMALS,5,149.0,"Playful and flirty V-neck dress with multi-layered chiffon skirt. Three colors (Fushia, Navy, and Purple)."
NV8336,NAVY,10,MILANO FORMALS,3,149.0,"Playful and flirty V-neck dress with multi-layered chiffon skirt. Three colors (Fushia, Navy, and Purple)."
NV8336,NAVY,14,MILANO FORMALS,5,149.0,"Playful and flirty V-neck dress with multi-layered chiffon skirt. Three colors (Fushia, Navy, and Purple)."
NV8336,NAVY,16,MILANO FORMALS,2,149.0,"Playful and flirty V-neck dress with multi-layered chiffon skirt. Three colors (Fushia, Navy, and Purple)."
NV8336,NAVY,24,MILANO FORMALS,1,149.0,"Playful and flirty V-neck dress with multi-layered chiffon skirt. Three colors (Fushia, Navy, and Purple)."
NV8336,NAVY,30,MILANO FORMALS,2,149.0,"Playful and flirty V-neck dress with multi-layered chiffon skirt. Three colors (Fushia, Navy, and Purple)."
NV8336,PURPLE,2,MILANO FORMALS,5,149.0,"Playful and flirty V-neck dress with multi-layered chiffon skirt. Three colors (Fushia, Navy, and Purple)."
NV8336,PURPLE,4,MILANO FORMALS,11,149.0,"Playful and flirty V-neck dress with multi-layered chiffon skirt. Three colors (Fushia, Navy, and Purple)."
NV8336,PURPLE,6,MILANO FORMALS,2,149.0,"Playful and flirty V-neck dress with multi-layered chiffon skirt. Three colors (Fushia, Navy, and Purple)."
NV8336,PURPLE,8,MILANO FORMALS,8,149.0,"Playful and flirty V-neck dress with multi-layered chiffon skirt. Three colors (Fushia, Navy, and Purple)."
NV8336,PURPLE,10,MILANO FORMALS,1,149.0,"Playful and flirty V-neck dress with multi-layered chiffon skirt. Three colors (Fushia, Navy, and Purple)."
NV8336,PURPLE,24,MILANO FORMALS,1,149.0,"Playful and flirty V-neck dress with multi-layered chiffon skirt. Three colors (Fushia, Navy, and Purple)."
NV8403,PURPLE,8,MILANO FORMALS,7,299.0,"Breathtaking fully bedazzled, strapless corset style bodice with tooled skirt."
NV8406,POOL,4,MILANO FORMALS,1,299.0,Mermaid inspired mint hi-lo dress! The strapless corset style bodice with lace up back is completely encrusted with gems to steal the show.
