Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Product Category,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare at Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,metafield.custom.clothing_features,metafield.custom.dress_occasion,metafield.custom.dress_style,metafield.custom.skirt_dress_length_type,metafield.custom.sleeve_length_type
aa9309,Charming Evening Short Dress AA9309,"<p>Twirl with elegance as you embrace the enchanting moments in this delightful dress, perfect for a variety of celebrations. Designed to flatter, it can effortlessly transition from a casual gathering to a festive party. Pair it with your favorite accessories, and watch how it complements your style. This versatile piece is ideal for summer soirées, birthday celebrations, and relaxed informal outings, ensuring you always look and feel your best.  </p>
<ul>
<li>Flowy Dress</li>
<li>Short Sleeve</li>
<li>V-Neck</li>
<li>A-Line</li>
<li>Solid</li>
<li>Lightweight</li>
<li>Comfortable  </li>
</ul>",ANDY ANAND COUTURE,short  ,"Dress, Casual, Party, Birthday, Short,Birthday, Party, Casual  ",TRUE,Apparel & Accessories > Clothing > Dresses,Size,16.0,Color,IVORY,AA9309_IVORY_16,,shopify,2.0,deny,manual,,,TRUE,TRUE,,https://ecomm-milano-images.s3.amazonaws.com/AA9309_White-Ivory_1.jpg,1,ANDY ANAND COUTURE aa9309 AA9309_White-Ivory_1.png,"Flowy Dress, Short Sleeve, V-Neck, A-Line, Solid, Lightweight, Comfortable  ","Birthday, Party, Casual ",AA9309,short  ,Short Sleeve
aa9309,Charming Evening Short Dress AA9309,"<p>Twirl with elegance as you embrace the enchanting moments in this delightful dress, perfect for a variety of celebrations. Designed to flatter, it can effortlessly transition from a casual gathering to a festive party. Pair it with your favorite accessories, and watch how it complements your style. This versatile piece is ideal for summer soirées, birthday celebrations, and relaxed informal outings, ensuring you always look and feel your best.  </p>
<ul>
<li>Flowy Dress</li>
<li>Short Sleeve</li>
<li>V-Neck</li>
<li>A-Line</li>
<li>Solid</li>
<li>Lightweight</li>
<li>Comfortable  </li>
</ul>",ANDY ANAND COUTURE,short  ,"Dress, Casual, Party, Birthday, Short,Birthday, Party, Casual  ",TRUE,Apparel & Accessories > Clothing > Dresses,Size,4.0,Color,WHITE,AA9309_WHITE_4,,shopify,2.0,deny,manual,,,TRUE,TRUE,,https://ecomm-milano-images.s3.amazonaws.com/AA9309_White-Ivory_1.jpg,1,ANDY ANAND COUTURE aa9309 AA9309_White-Ivory_1.png,"Flowy Dress, Short Sleeve, V-Neck, A-Line, Solid, Lightweight, Comfortable  ","Birthday, Party, Casual ",AA9309,short  ,Short Sleeve
aa9309,Charming Evening Short Dress AA9309,"<p>Twirl with elegance as you embrace the enchanting moments in this delightful dress, perfect for a variety of celebrations. Designed to flatter, it can effortlessly transition from a casual gathering to a festive party. Pair it with your favorite accessories, and watch how it complements your style. This versatile piece is ideal for summer soirées, birthday celebrations, and relaxed informal outings, ensuring you always look and feel your best.  </p>
<ul>
<li>Flowy Dress</li>
<li>Short Sleeve</li>
<li>V-Neck</li>
<li>A-Line</li>
<li>Solid</li>
<li>Lightweight</li>
<li>Comfortable  </li>
</ul>",ANDY ANAND COUTURE,short  ,"Dress, Casual, Party, Birthday, Short,Birthday, Party, Casual  ",TRUE,Apparel & Accessories > Clothing > Dresses,Size,6.0,Color,WHITE,AA9309_WHITE_6,,shopify,3.0,deny,manual,,,TRUE,TRUE,,https://ecomm-milano-images.s3.amazonaws.com/AA9309_White-Ivory_1.jpg,1,ANDY ANAND COUTURE aa9309 AA9309_White-Ivory_1.png,"Flowy Dress, Short Sleeve, V-Neck, A-Line, Solid, Lightweight, Comfortable  ","Birthday, Party, Casual ",AA9309,short  ,Short Sleeve
aa9309,Charming Evening Short Dress AA9309,"<p>Twirl with elegance as you embrace the enchanting moments in this delightful dress, perfect for a variety of celebrations. Designed to flatter, it can effortlessly transition from a casual gathering to a festive party. Pair it with your favorite accessories, and watch how it complements your style. This versatile piece is ideal for summer soirées, birthday celebrations, and relaxed informal outings, ensuring you always look and feel your best.  </p>
<ul>
<li>Flowy Dress</li>
<li>Short Sleeve</li>
<li>V-Neck</li>
<li>A-Line</li>
<li>Solid</li>
<li>Lightweight</li>
<li>Comfortable  </li>
</ul>",ANDY ANAND COUTURE,short  ,"Dress, Casual, Party, Birthday, Short,Birthday, Party, Casual  ",TRUE,Apparel & Accessories > Clothing > Dresses,Size,8.0,Color,WHITE,AA9309_WHITE_8,,shopify,4.0,deny,manual,,,TRUE,TRUE,,https://ecomm-milano-images.s3.amazonaws.com/AA9309_White-Ivory_1.jpg,1,ANDY ANAND COUTURE aa9309 AA9309_White-Ivory_1.png,"Flowy Dress, Short Sleeve, V-Neck, A-Line, Solid, Lightweight, Comfortable  ","Birthday, Party, Casual ",AA9309,short  ,Short Sleeve
aa9309,Charming Evening Short Dress AA9309,"<p>Twirl with elegance as you embrace the enchanting moments in this delightful dress, perfect for a variety of celebrations. Designed to flatter, it can effortlessly transition from a casual gathering to a festive party. Pair it with your favorite accessories, and watch how it complements your style. This versatile piece is ideal for summer soirées, birthday celebrations, and relaxed informal outings, ensuring you always look and feel your best.  </p>
<ul>
<li>Flowy Dress</li>
<li>Short Sleeve</li>
<li>V-Neck</li>
<li>A-Line</li>
<li>Solid</li>
<li>Lightweight</li>
<li>Comfortable  </li>
</ul>",ANDY ANAND COUTURE,short  ,"Dress, Casual, Party, Birthday, Short,Birthday, Party, Casual  ",TRUE,Apparel & Accessories > Clothing > Dresses,Size,14.0,Color,WHITE,AA9309_WHITE_14,,shopify,5.0,deny,manual,,,TRUE,TRUE,,https://ecomm-milano-images.s3.amazonaws.com/AA9309_White-Ivory_1.jpg,1,ANDY ANAND COUTURE aa9309 AA9309_White-Ivory_1.png,"Flowy Dress, Short Sleeve, V-Neck, A-Line, Solid, Lightweight, Comfortable  ","Birthday, Party, Casual ",AA9309,short  ,Short Sleeve
aa9309,Charming Evening Short Dress AA9309,"<p>Twirl with elegance as you embrace the enchanting moments in this delightful dress, perfect for a variety of celebrations. Designed to flatter, it can effortlessly transition from a casual gathering to a festive party. Pair it with your favorite accessories, and watch how it complements your style. This versatile piece is ideal for summer soirées, birthday celebrations, and relaxed informal outings, ensuring you always look and feel your best.  </p>
<ul>
<li>Flowy Dress</li>
<li>Short Sleeve</li>
<li>V-Neck</li>
<li>A-Line</li>
<li>Solid</li>
<li>Lightweight</li>
<li>Comfortable  </li>
</ul>",ANDY ANAND COUTURE,short  ,"Dress, Casual, Party, Birthday, Short,Birthday, Party, Casual  ",TRUE,Apparel & Accessories > Clothing > Dresses,Size,16.0,Color,WHITE,AA9309_WHITE_16,,shopify,1.0,deny,manual,,,TRUE,TRUE,,https://ecomm-milano-images.s3.amazonaws.com/AA9309_White-Ivory_1.jpg,1,ANDY ANAND COUTURE aa9309 AA9309_White-Ivory_1.png,"Flowy Dress, Short Sleeve, V-Neck, A-Line, Solid, Lightweight, Comfortable  ","Birthday, Party, Casual ",AA9309,short  ,Short Sleeve
aa9309,,,,,,,,,,,,,,,,,,,,,,,https://ecomm-milano-images.s3.amazonaws.com/AA9309_White-Ivory_2.jpg,2,,,,,,
aa9309,,,,,,,,,,,,,,,,,,,,,,,https://ecomm-milano-images.s3.amazonaws.com/AA9309_White-Ivory_3.jpg,3,,,,,,
aa9309,,,,,,,,,,,,,,,,,,,,,,,https://ecomm-milano-images.s3.amazonaws.com/AA9309_White-Ivory_4.jpg,4,,,,,,
aa9310,Charming Wedding Long Dress AA9310,"<p>Envision twirling gracefully under the soft glow of candlelight in this exquisite gown, perfect for a romantic celebration. The captivating embellishments add a touch of elegance, while the flowing silhouette enhances your natural beauty. Ideal for brides or bridesmaids, this stunning piece transforms any wedding into a fairytale moment, providing unforgettable memories. Perfect for both indoor and outdoor ceremonies, it seamlessly blends timeless style with modern sophistication for any bridal occasion.  </p>
<ul>
<li>Embellishment</li>
<li>Flowing</li>
<li>Gown</li>
<li>One-piece garment</li>
<li>Bridal clothing</li>
<li>Wedding dress  </li>
</ul>",ANDY ANAND COUTURE,long  ,"Wedding, Bridal, Long, Elegant,Wedding (Bridal), Bridesmaid, Wedding Guest  ",TRUE,Apparel & Accessories > Clothing > Dresses,Size,4.0,Color,IVORY,AA9310_IVORY_4,,shopify,2.0,deny,manual,,,TRUE,TRUE,,https://ecomm-milano-images.s3.amazonaws.com/AA9310_White-Ivory_1.jpg,1,ANDY ANAND COUTURE aa9310 AA9310_White-Ivory_1.png,"Embellishment, Flowing, Gown, One-piece garment, Bridal clothing, Wedding dress  ","Wedding (Bridal), Bridesmaid, Wedding Guest ",AA9310,long  ,
aa9310,Charming Wedding Long Dress AA9310,"<p>Envision twirling gracefully under the soft glow of candlelight in this exquisite gown, perfect for a romantic celebration. The captivating embellishments add a touch of elegance, while the flowing silhouette enhances your natural beauty. Ideal for brides or bridesmaids, this stunning piece transforms any wedding into a fairytale moment, providing unforgettable memories. Perfect for both indoor and outdoor ceremonies, it seamlessly blends timeless style with modern sophistication for any bridal occasion.  </p>
<ul>
<li>Embellishment</li>
<li>Flowing</li>
<li>Gown</li>
<li>One-piece garment</li>
<li>Bridal clothing</li>
<li>Wedding dress  </li>
</ul>",ANDY ANAND COUTURE,long  ,"Wedding, Bridal, Long, Elegant,Wedding (Bridal), Bridesmaid, Wedding Guest  ",TRUE,Apparel & Accessories > Clothing > Dresses,Size,6.0,Color,IVORY,AA9310_IVORY_6,,shopify,4.0,deny,manual,,,TRUE,TRUE,,https://ecomm-milano-images.s3.amazonaws.com/AA9310_White-Ivory_1.jpg,1,ANDY ANAND COUTURE aa9310 AA9310_White-Ivory_1.png,"Embellishment, Flowing, Gown, One-piece garment, Bridal clothing, Wedding dress  ","Wedding (Bridal), Bridesmaid, Wedding Guest ",AA9310,long  ,
aa9310,Charming Wedding Long Dress AA9310,"<p>Envision twirling gracefully under the soft glow of candlelight in this exquisite gown, perfect for a romantic celebration. The captivating embellishments add a touch of elegance, while the flowing silhouette enhances your natural beauty. Ideal for brides or bridesmaids, this stunning piece transforms any wedding into a fairytale moment, providing unforgettable memories. Perfect for both indoor and outdoor ceremonies, it seamlessly blends timeless style with modern sophistication for any bridal occasion.  </p>
<ul>
<li>Embellishment</li>
<li>Flowing</li>
<li>Gown</li>
<li>One-piece garment</li>
<li>Bridal clothing</li>
<li>Wedding dress  </li>
</ul>",ANDY ANAND COUTURE,long  ,"Wedding, Bridal, Long, Elegant,Wedding (Bridal), Bridesmaid, Wedding Guest  ",TRUE,Apparel & Accessories > Clothing > Dresses,Size,16.0,Color,IVORY,AA9310_IVORY_16,,shopify,1.0,deny,manual,,,TRUE,TRUE,,https://ecomm-milano-images.s3.amazonaws.com/AA9310_White-Ivory_1.jpg,1,ANDY ANAND COUTURE aa9310 AA9310_White-Ivory_1.png,"Embellishment, Flowing, Gown, One-piece garment, Bridal clothing, Wedding dress  ","Wedding (Bridal), Bridesmaid, Wedding Guest ",AA9310,long  ,
aa9310,Charming Wedding Long Dress AA9310,"<p>Envision twirling gracefully under the soft glow of candlelight in this exquisite gown, perfect for a romantic celebration. The captivating embellishments add a touch of elegance, while the flowing silhouette enhances your natural beauty. Ideal for brides or bridesmaids, this stunning piece transforms any wedding into a fairytale moment, providing unforgettable memories. Perfect for both indoor and outdoor ceremonies, it seamlessly blends timeless style with modern sophistication for any bridal occasion.  </p>
<ul>
<li>Embellishment</li>
<li>Flowing</li>
<li>Gown</li>
<li>One-piece garment</li>
<li>Bridal clothing</li>
<li>Wedding dress  </li>
</ul>",ANDY ANAND COUTURE,long  ,"Wedding, Bridal, Long, Elegant,Wedding (Bridal), Bridesmaid, Wedding Guest  ",TRUE,Apparel & Accessories > Clothing > Dresses,Size,4.0,Color,WHITE,AA9310_WHITE_4,,shopify,1.0,deny,manual,,,TRUE,TRUE,,https://ecomm-milano-images.s3.amazonaws.com/AA9310_White-Ivory_1.jpg,1,ANDY ANAND COUTURE aa9310 AA9310_White-Ivory_1.png,"Embellishment, Flowing, Gown, One-piece garment, Bridal clothing, Wedding dress  ","Wedding (Bridal), Bridesmaid, Wedding Guest ",AA9310,long  ,
aa9310,Charming Wedding Long Dress AA9310,"<p>Envision twirling gracefully under the soft glow of candlelight in this exquisite gown, perfect for a romantic celebration. The captivating embellishments add a touch of elegance, while the flowing silhouette enhances your natural beauty. Ideal for brides or bridesmaids, this stunning piece transforms any wedding into a fairytale moment, providing unforgettable memories. Perfect for both indoor and outdoor ceremonies, it seamlessly blends timeless style with modern sophistication for any bridal occasion.  </p>
<ul>
<li>Embellishment</li>
<li>Flowing</li>
<li>Gown</li>
<li>One-piece garment</li>
<li>Bridal clothing</li>
<li>Wedding dress  </li>
</ul>",ANDY ANAND COUTURE,long  ,"Wedding, Bridal, Long, Elegant,Wedding (Bridal), Bridesmaid, Wedding Guest  ",TRUE,Apparel & Accessories > Clothing > Dresses,Size,8.0,Color,WHITE,AA9310_WHITE_8,,shopify,1.0,deny,manual,,,TRUE,TRUE,,https://ecomm-milano-images.s3.amazonaws.com/AA9310_White-Ivory_1.jpg,1,ANDY ANAND COUTURE aa9310 AA9310_White-Ivory_1.png,"Embellishment, Flowing, Gown, One-piece garment, Bridal clothing, Wedding dress  ","Wedding (Bridal), Bridesmaid, Wedding Guest ",AA9310,long  ,
aa9310,Charming Wedding Long Dress AA9310,"<p>Envision twirling gracefully under the soft glow of candlelight in this exquisite gown, perfect for a romantic celebration. The captivating embellishments add a touch of elegance, while the flowing silhouette enhances your natural beauty. Ideal for brides or bridesmaids, this stunning piece transforms any wedding into a fairytale moment, providing unforgettable memories. Perfect for both indoor and outdoor ceremonies, it seamlessly blends timeless style with modern sophistication for any bridal occasion.  </p>
<ul>
<li>Embellishment</li>
<li>Flowing</li>
<li>Gown</li>
<li>One-piece garment</li>
<li>Bridal clothing</li>
<li>Wedding dress  </li>
</ul>",ANDY ANAND COUTURE,long  ,"Wedding, Bridal, Long, Elegant,Wedding (Bridal), Bridesmaid, Wedding Guest  ",TRUE,Apparel & Accessories > Clothing > Dresses,Size,10.0,Color,WHITE,AA9310_WHITE_10,,shopify,3.0,deny,manual,,,TRUE,TRUE,,https://ecomm-milano-images.s3.amazonaws.com/AA9310_White-Ivory_1.jpg,1,ANDY ANAND COUTURE aa9310 AA9310_White-Ivory_1.png,"Embellishment, Flowing, Gown, One-piece garment, Bridal clothing, Wedding dress  ","Wedding (Bridal), Bridesmaid, Wedding Guest ",AA9310,long  ,
aa9310,Charming Wedding Long Dress AA9310,"<p>Envision twirling gracefully under the soft glow of candlelight in this exquisite gown, perfect for a romantic celebration. The captivating embellishments add a touch of elegance, while the flowing silhouette enhances your natural beauty. Ideal for brides or bridesmaids, this stunning piece transforms any wedding into a fairytale moment, providing unforgettable memories. Perfect for both indoor and outdoor ceremonies, it seamlessly blends timeless style with modern sophistication for any bridal occasion.  </p>
<ul>
<li>Embellishment</li>
<li>Flowing</li>
<li>Gown</li>
<li>One-piece garment</li>
<li>Bridal clothing</li>
<li>Wedding dress  </li>
</ul>",ANDY ANAND COUTURE,long  ,"Wedding, Bridal, Long, Elegant,Wedding (Bridal), Bridesmaid, Wedding Guest  ",TRUE,Apparel & Accessories > Clothing > Dresses,Size,14.0,Color,WHITE,AA9310_WHITE_14,,shopify,2.0,deny,manual,,,TRUE,TRUE,,https://ecomm-milano-images.s3.amazonaws.com/AA9310_White-Ivory_1.jpg,1,ANDY ANAND COUTURE aa9310 AA9310_White-Ivory_1.png,"Embellishment, Flowing, Gown, One-piece garment, Bridal clothing, Wedding dress  ","Wedding (Bridal), Bridesmaid, Wedding Guest ",AA9310,long  ,
aa9310,Charming Wedding Long Dress AA9310,"<p>Envision twirling gracefully under the soft glow of candlelight in this exquisite gown, perfect for a romantic celebration. The captivating embellishments add a touch of elegance, while the flowing silhouette enhances your natural beauty. Ideal for brides or bridesmaids, this stunning piece transforms any wedding into a fairytale moment, providing unforgettable memories. Perfect for both indoor and outdoor ceremonies, it seamlessly blends timeless style with modern sophistication for any bridal occasion.  </p>
<ul>
<li>Embellishment</li>
<li>Flowing</li>
<li>Gown</li>
<li>One-piece garment</li>
<li>Bridal clothing</li>
<li>Wedding dress  </li>
</ul>",ANDY ANAND COUTURE,long  ,"Wedding, Bridal, Long, Elegant,Wedding (Bridal), Bridesmaid, Wedding Guest  ",TRUE,Apparel & Accessories > Clothing > Dresses,Size,16.0,Color,WHITE,AA9310_WHITE_16,,shopify,1.0,deny,manual,,,TRUE,TRUE,,https://ecomm-milano-images.s3.amazonaws.com/AA9310_White-Ivory_1.jpg,1,ANDY ANAND COUTURE aa9310 AA9310_White-Ivory_1.png,"Embellishment, Flowing, Gown, One-piece garment, Bridal clothing, Wedding dress  ","Wedding (Bridal), Bridesmaid, Wedding Guest ",AA9310,long  ,
aa9312,Elegant Wedding Long Dress AA9312,"<p>Dazzle at any event by slipping into this stunning gown, which features intricate embellishments and a flowing silhouette that gracefully accentuates your shape. Ideal for weddings, this dress brings a blend of haute couture charm and romantic allure. The strapless design offers a timeless appeal, while the delicate detailing ensures you shine on your special day. Perfect for brides or guests, it promises to create lasting memories as you celebrate love and joy.  </p>
<ul>
<li>Strapless</li>
<li>Embellishment</li>
<li>Flowy Dress</li>
<li>Gown</li>
<li>Bridal clothing</li>
<li>Haute couture</li>
<li>Waist  </li>
</ul>",ANDY ANAND COUTURE,long  ,"Wedding, Bridal, Gown, Long,Wedding (Bridal), Bridesmaid, Wedding Guest  ",TRUE,Apparel & Accessories > Clothing > Dresses,Size,6.0,Color,BURGUNDY,AA9312_BURGUNDY_6,,shopify,1.0,deny,manual,,,TRUE,TRUE,,https://ecomm-milano-images.s3.amazonaws.com/AA9312_Ivory_1.jpg,1,ANDY ANAND COUTURE aa9312 AA9312_Ivory_1.png,"Strapless, Embellishment, Flowy Dress, Gown, Bridal clothing, Haute couture, Waist  ","Wedding (Bridal), Bridesmaid, Wedding Guest ",AA9312,long  ,
aa9312,Elegant Wedding Long Dress AA9312,"<p>Dazzle at any event by slipping into this stunning gown, which features intricate embellishments and a flowing silhouette that gracefully accentuates your shape. Ideal for weddings, this dress brings a blend of haute couture charm and romantic allure. The strapless design offers a timeless appeal, while the delicate detailing ensures you shine on your special day. Perfect for brides or guests, it promises to create lasting memories as you celebrate love and joy.  </p>
<ul>
<li>Strapless</li>
<li>Embellishment</li>
<li>Flowy Dress</li>
<li>Gown</li>
<li>Bridal clothing</li>
<li>Haute couture</li>
<li>Waist  </li>
</ul>",ANDY ANAND COUTURE,long  ,"Wedding, Bridal, Gown, Long,Wedding (Bridal), Bridesmaid, Wedding Guest  ",TRUE,Apparel & Accessories > Clothing > Dresses,Size,6.0,Color,IVORY,AA9312_IVORY_6,,shopify,1.0,deny,manual,,,TRUE,TRUE,,https://ecomm-milano-images.s3.amazonaws.com/AA9312_Ivory_1.jpg,1,ANDY ANAND COUTURE aa9312 AA9312_Ivory_1.png,"Strapless, Embellishment, Flowy Dress, Gown, Bridal clothing, Haute couture, Waist  ","Wedding (Bridal), Bridesmaid, Wedding Guest ",AA9312,long  ,
aa9312,Elegant Wedding Long Dress AA9312,"<p>Dazzle at any event by slipping into this stunning gown, which features intricate embellishments and a flowing silhouette that gracefully accentuates your shape. Ideal for weddings, this dress brings a blend of haute couture charm and romantic allure. The strapless design offers a timeless appeal, while the delicate detailing ensures you shine on your special day. Perfect for brides or guests, it promises to create lasting memories as you celebrate love and joy.  </p>
<ul>
<li>Strapless</li>
<li>Embellishment</li>
<li>Flowy Dress</li>
<li>Gown</li>
<li>Bridal clothing</li>
<li>Haute couture</li>
<li>Waist  </li>
</ul>",ANDY ANAND COUTURE,long  ,"Wedding, Bridal, Gown, Long,Wedding (Bridal), Bridesmaid, Wedding Guest  ",TRUE,Apparel & Accessories > Clothing > Dresses,Size,12.0,Color,IVORY,AA9312_IVORY_12,,shopify,1.0,deny,manual,,,TRUE,TRUE,,https://ecomm-milano-images.s3.amazonaws.com/AA9312_Ivory_1.jpg,1,ANDY ANAND COUTURE aa9312 AA9312_Ivory_1.png,"Strapless, Embellishment, Flowy Dress, Gown, Bridal clothing, Haute couture, Waist  ","Wedding (Bridal), Bridesmaid, Wedding Guest ",AA9312,long  ,
aa9312,Elegant Wedding Long Dress AA9312,"<p>Dazzle at any event by slipping into this stunning gown, which features intricate embellishments and a flowing silhouette that gracefully accentuates your shape. Ideal for weddings, this dress brings a blend of haute couture charm and romantic allure. The strapless design offers a timeless appeal, while the delicate detailing ensures you shine on your special day. Perfect for brides or guests, it promises to create lasting memories as you celebrate love and joy.  </p>
<ul>
<li>Strapless</li>
<li>Embellishment</li>
<li>Flowy Dress</li>
<li>Gown</li>
<li>Bridal clothing</li>
<li>Haute couture</li>
<li>Waist  </li>
</ul>",ANDY ANAND COUTURE,long  ,"Wedding, Bridal, Gown, Long,Wedding (Bridal), Bridesmaid, Wedding Guest  ",TRUE,Apparel & Accessories > Clothing > Dresses,Size,4.0,Color,WHITE,AA9312_WHITE_4,,shopify,4.0,deny,manual,,,TRUE,TRUE,,https://ecomm-milano-images.s3.amazonaws.com/AA9312_Ivory_1.jpg,1,ANDY ANAND COUTURE aa9312 AA9312_Ivory_1.png,"Strapless, Embellishment, Flowy Dress, Gown, Bridal clothing, Haute couture, Waist  ","Wedding (Bridal), Bridesmaid, Wedding Guest ",AA9312,long  ,
aa9312,Elegant Wedding Long Dress AA9312,"<p>Dazzle at any event by slipping into this stunning gown, which features intricate embellishments and a flowing silhouette that gracefully accentuates your shape. Ideal for weddings, this dress brings a blend of haute couture charm and romantic allure. The strapless design offers a timeless appeal, while the delicate detailing ensures you shine on your special day. Perfect for brides or guests, it promises to create lasting memories as you celebrate love and joy.  </p>
<ul>
<li>Strapless</li>
<li>Embellishment</li>
<li>Flowy Dress</li>
<li>Gown</li>
<li>Bridal clothing</li>
<li>Haute couture</li>
<li>Waist  </li>
</ul>",ANDY ANAND COUTURE,long  ,"Wedding, Bridal, Gown, Long,Wedding (Bridal), Bridesmaid, Wedding Guest  ",TRUE,Apparel & Accessories > Clothing > Dresses,Size,6.0,Color,WHITE,AA9312_WHITE_6,,shopify,2.0,deny,manual,,,TRUE,TRUE,,https://ecomm-milano-images.s3.amazonaws.com/AA9312_Ivory_1.jpg,1,ANDY ANAND COUTURE aa9312 AA9312_Ivory_1.png,"Strapless, Embellishment, Flowy Dress, Gown, Bridal clothing, Haute couture, Waist  ","Wedding (Bridal), Bridesmaid, Wedding Guest ",AA9312,long  ,
aa9312,Elegant Wedding Long Dress AA9312,"<p>Dazzle at any event by slipping into this stunning gown, which features intricate embellishments and a flowing silhouette that gracefully accentuates your shape. Ideal for weddings, this dress brings a blend of haute couture charm and romantic allure. The strapless design offers a timeless appeal, while the delicate detailing ensures you shine on your special day. Perfect for brides or guests, it promises to create lasting memories as you celebrate love and joy.  </p>
<ul>
<li>Strapless</li>
<li>Embellishment</li>
<li>Flowy Dress</li>
<li>Gown</li>
<li>Bridal clothing</li>
<li>Haute couture</li>
<li>Waist  </li>
</ul>",ANDY ANAND COUTURE,long  ,"Wedding, Bridal, Gown, Long,Wedding (Bridal), Bridesmaid, Wedding Guest  ",TRUE,Apparel & Accessories > Clothing > Dresses,Size,8.0,Color,WHITE,AA9312_WHITE_8,,shopify,1.0,deny,manual,,,TRUE,TRUE,,https://ecomm-milano-images.s3.amazonaws.com/AA9312_Ivory_1.jpg,1,ANDY ANAND COUTURE aa9312 AA9312_Ivory_1.png,"Strapless, Embellishment, Flowy Dress, Gown, Bridal clothing, Haute couture, Waist  ","Wedding (Bridal), Bridesmaid, Wedding Guest ",AA9312,long  ,
aa9313,Elegant Wedding Long Dress AA9313,"<p>Embrace sophistication with this stunning long dress perfect for celebrations of love. Featuring exquisite details that flow gracefully, it’s ideal for weddings, whether you're walking down the aisle or celebrating as a guest. This timeless gown drapes beautifully, allowing you to showcase your personal style while making memorable moments. Pair it with delicate accessories and heels for an enchanting look that enhances your bridal glow, fitting perfectly into any romantic setting.  </p>
<ul>
<li>Flowy Dress</li>
<li>A-Line</li>
<li>Long Sleeve</li>
<li>Satin</li>
<li>Elegant</li>
<li>Bridal clothing</li>
<li>Gown  </li>
</ul>",ANDY ANAND COUTURE,long  ,"Wedding, Formal, Long, Flowy,Wedding (Bridal), Wedding Guest, Formal  ",TRUE,Apparel & Accessories > Clothing > Dresses,Size,6.0,Color,IVORY,AA9313_IVORY_6,,shopify,7.0,deny,manual,,,TRUE,TRUE,,https://ecomm-milano-images.s3.amazonaws.com/AA9313_White-Ivory_1.jpg,1,ANDY ANAND COUTURE aa9313 AA9313_White-Ivory_1.png,"Flowy Dress, A-Line, Long Sleeve, Satin, Elegant, Bridal clothing, Gown  ","Wedding (Bridal), Wedding Guest, Formal ",AA9313,long  ,Long Sleeve
aa9313,Elegant Wedding Long Dress AA9313,"<p>Embrace sophistication with this stunning long dress perfect for celebrations of love. Featuring exquisite details that flow gracefully, it’s ideal for weddings, whether you're walking down the aisle or celebrating as a guest. This timeless gown drapes beautifully, allowing you to showcase your personal style while making memorable moments. Pair it with delicate accessories and heels for an enchanting look that enhances your bridal glow, fitting perfectly into any romantic setting.  </p>
<ul>
<li>Flowy Dress</li>
<li>A-Line</li>
<li>Long Sleeve</li>
<li>Satin</li>
<li>Elegant</li>
<li>Bridal clothing</li>
<li>Gown  </li>
</ul>",ANDY ANAND COUTURE,long  ,"Wedding, Formal, Long, Flowy,Wedding (Bridal), Wedding Guest, Formal  ",TRUE,Apparel & Accessories > Clothing > Dresses,Size,8.0,Color,IVORY,AA9313_IVORY_8,,shopify,2.0,deny,manual,,,TRUE,TRUE,,https://ecomm-milano-images.s3.amazonaws.com/AA9313_White-Ivory_1.jpg,1,ANDY ANAND COUTURE aa9313 AA9313_White-Ivory_1.png,"Flowy Dress, A-Line, Long Sleeve, Satin, Elegant, Bridal clothing, Gown  ","Wedding (Bridal), Wedding Guest, Formal ",AA9313,long  ,Long Sleeve
aa9313,Elegant Wedding Long Dress AA9313,"<p>Embrace sophistication with this stunning long dress perfect for celebrations of love. Featuring exquisite details that flow gracefully, it’s ideal for weddings, whether you're walking down the aisle or celebrating as a guest. This timeless gown drapes beautifully, allowing you to showcase your personal style while making memorable moments. Pair it with delicate accessories and heels for an enchanting look that enhances your bridal glow, fitting perfectly into any romantic setting.  </p>
<ul>
<li>Flowy Dress</li>
<li>A-Line</li>
<li>Long Sleeve</li>
<li>Satin</li>
<li>Elegant</li>
<li>Bridal clothing</li>
<li>Gown  </li>
</ul>",ANDY ANAND COUTURE,long  ,"Wedding, Formal, Long, Flowy,Wedding (Bridal), Wedding Guest, Formal  ",TRUE,Apparel & Accessories > Clothing > Dresses,Size,10.0,Color,IVORY,AA9313_IVORY_10,,shopify,2.0,deny,manual,,,TRUE,TRUE,,https://ecomm-milano-images.s3.amazonaws.com/AA9313_White-Ivory_1.jpg,1,ANDY ANAND COUTURE aa9313 AA9313_White-Ivory_1.png,"Flowy Dress, A-Line, Long Sleeve, Satin, Elegant, Bridal clothing, Gown  ","Wedding (Bridal), Wedding Guest, Formal ",AA9313,long  ,Long Sleeve
